id,project,branch,change_id,subject,status,created,updated,submitted,insertions,deletions,total_comment_count,number,current_revision,topic,discussion_messages_count,reviewers_count,revisions_count,files_count,owner_account_id,owner_name,owner_username,commit_message
openstack%2Fos-win~master~Ib9ea3385daf9107346e85968e2292d0914c11a48,openstack/os-win,master,Ib9ea3385daf9107346e85968e2292d0914c11a48,Fix named pipe handler cleanup regression,MERGED,2016-03-25 14:24:45.000000000,2016-03-27 12:08:13.000000000,2016-03-27 08:42:16.000000000,68,22,0,297698,25aa5ebd5358524acc4f472cc56a47b2dc3d1de8,,20,3,3,4,8543,Lucian Petrut,plucian,"Fix named pipe handler cleanup regression

This change introduced a regression related to stopping named pipe
IO workers: If696b082fee719c6d3bb50888f87c1f0aeea5331

Now that the IO workers close the named pipe when ending their
execution, attempting to cancel pending IO operations may raise
an invalid handle error. Simply checking if the pipe handle is
set was not enough, as we're open to a race condition.

It's safe to ignore this error, as long as we pass the overlapped
structures to the CancelIO function, ensuring that we don't have
issues in case the pipe was closed and the handle reused.

Also, it may happen that another IO request was issued right after
we've set the stopped event and canceled pending requests. In this
case, a retry will ensure that the IO workers are stopped properly
and that there are no more outstanding IO operations.

Closes-Bug: #1562473

Change-Id: Ib9ea3385daf9107346e85968e2292d0914c11a48
"
openstack%2Fneutron~master~I9fb26e752650569fc5692ff8afda82a077647f7a,openstack/neutron,master,I9fb26e752650569fc5692ff8afda82a077647f7a,Provide dry-run flag to validate deployment requirements,MERGED,2016-02-23 22:56:26.000000000,2016-03-27 11:52:51.000000000,2016-03-01 15:23:08.000000000,54,2,3,283849,96ddba4a710ad0878d54a25015128a1ce0d78b13,bp/get-me-a-network,69,21,4,2,748,Armando Migliaccio,armando-migliaccio,"Provide dry-run flag to validate deployment requirements

Nova may want to validate that the setup requirements
needed by the auto_allocate feature are met before
issuing the actual request to provision resources.

This patch adds this validation API.

Partial-implements: blueprint get-me-a-network

Change-Id: I9fb26e752650569fc5692ff8afda82a077647f7a
"
openstack%2Fdragonflow~master~I8609e37fab560f9935b1fb22a7b56b4c49c91f27,openstack/dragonflow,master,I8609e37fab560f9935b1fb22a7b56b4c49c91f27,Fix arp responder test not to be realtive,MERGED,2016-03-17 16:45:09.000000000,2016-03-27 11:47:04.000000000,2016-03-27 11:47:04.000000000,34,27,13,294154,52cb679e0c195deab05c34ed3577eedb21f156c2,test_fix,36,7,8,1,13070,Eran Gampel,Gampel,"Fix arp responder test not to be realtive

check that the specific ip was deleted

Change-Id: I8609e37fab560f9935b1fb22a7b56b4c49c91f27
"
openstack%2Fkolla~master~I9f4cf13a7510d381c7ea36fd1baf04cafabafc56,openstack/kolla,master,I9f4cf13a7510d381c7ea36fd1baf04cafabafc56,Test,ABANDONED,2016-03-27 11:18:14.000000000,2016-03-27 11:40:43.000000000,,22,22,0,298029,0d57f81ee23ee44c0803875ccb6e30be81505291,gate_test,3,0,2,1,14119,Sam Yaple,SamYaple,"Test

Change-Id: I9f4cf13a7510d381c7ea36fd1baf04cafabafc56
"
openstack%2Fi18n~master~I5163fffa79d5b5e57fab5011f9a5c79c404b9698,openstack/i18n,master,I5163fffa79d5b5e57fab5011f9a5c79c404b9698,update_catalog definition to update glossary,MERGED,2016-03-06 11:55:55.000000000,2016-03-27 11:26:09.000000000,2016-03-27 11:26:09.000000000,6,0,0,289005,ad0e1bc3a92f7d6b29edd91143cd24191a075382,babel-update-catalog,15,7,3,2,841,Akihiro Motoki,amotoki,"update_catalog definition to update glossary

Change-Id: I5163fffa79d5b5e57fab5011f9a5c79c404b9698
"
openstack%2Fcinder~master~Ie7d50c565c73f097257fb25d911ccc7b7c3de8e4,openstack/cinder,master,Ie7d50c565c73f097257fb25d911ccc7b7c3de8e4,EMC VMAX - SSl connection is not picking up values,MERGED,2016-02-16 21:17:51.000000000,2016-03-27 11:24:19.000000000,2016-03-16 21:31:11.000000000,41,39,12,280933,5ad6870b550d1362c84902aabe96b804c8cd0458,bug/1546184,189,50,6,2,12670,Helen Walsh,walshh2,"EMC VMAX - SSl connection is not picking up values

Setting ssl configuration in cinder.conf and in emc vmax xml,
the parameters aren't being picked up in the emc_vmax_common.py
thereby preventing ssl communication with the vmax.

Change-Id: Ie7d50c565c73f097257fb25d911ccc7b7c3de8e4
Closes-Bug: #1546184
"
openstack%2Fvitrage~master~I775dd41814efc06c9d2697514920a0313696c051,openstack/vitrage,master,I775dd41814efc06c9d2697514920a0313696c051,fix a bug in preveius refactroring,MERGED,2016-03-27 10:55:07.000000000,2016-03-27 11:14:10.000000000,2016-03-27 11:14:10.000000000,1,1,0,298025,b95f6252165029e16e02d25d5cff675feabbf7ea,eyalb/refactor,6,2,1,1,19134,Eyal,eyalb,"fix a bug in preveius refactroring

Change-Id: I775dd41814efc06c9d2697514920a0313696c051
"
openstack%2Fopenstack-manuals~master~Ie5873af7db33f6cc9051cb8b6f069746091b318c,openstack/openstack-manuals,master,Ie5873af7db33f6cc9051cb8b6f069746091b318c,Correct the wrong directory of the file 'default_catalog.templates',MERGED,2016-03-26 14:38:31.000000000,2016-03-27 10:38:59.000000000,2016-03-27 10:38:58.000000000,2,2,0,297949,93a4f98104126a13015187effdd8be22baebd4ea,bug_1562318,13,3,3,2,14151,ziyu032,ziyu032,"Correct the wrong directory of the file 'default_catalog.templates'

Change-Id: Ie5873af7db33f6cc9051cb8b6f069746091b318c
Closes-Bug: #1562318
"
openstack%2Fos-win~master~I3904973097097fe90d9709ac907067d5f4535256,openstack/os-win,master,I3904973097097fe90d9709ac907067d5f4535256,Fixes vmutils get_vm_generation method,MERGED,2016-03-27 00:35:53.000000000,2016-03-27 10:26:29.000000000,2016-03-27 08:44:24.000000000,14,1,0,297996,dc3456b5ae9d4f11158278dc5a8ef8a3443fff11,bug/1562472,11,3,2,2,8213,Claudiu Belu,claudiub,"Fixes vmutils get_vm_generation method

The VirtualSystemSubType field does not exist on Windows / Hyper-V
Server 2012, accessing it will lead to an exception.

Adds try-except block. If an exception occurs, it will return
generation 1.

Closes-Bug: #1562472

Change-Id: I3904973097097fe90d9709ac907067d5f4535256
"
openstack%2Fkarbor~master~I1eb3c4c80da74cfedf589b9446c55c80955c40d3,openstack/karbor,master,I1eb3c4c80da74cfedf589b9446c55c80955c40d3,Proposed Smaug API v1.0,MERGED,2015-11-12 16:39:49.000000000,2016-03-27 10:18:23.000000000,2016-03-27 10:18:23.000000000,2193,0,336,244756,010c284b202e0c8261091d0e0e55d34a642c95c8,bp/api-data-model,178,20,32,5,13070,Eran Gampel,Gampel,"Proposed Smaug API v1.0

Easier link view of the proposed API
http://editor.swagger.io/#/?import=http:%2F%2Ffpaste.org%2F324841%2F81061214%2Fraw%2F

Implements: blueprint api-data-model
Change-Id: I1eb3c4c80da74cfedf589b9446c55c80955c40d3
Signed-off-by: Saggi Mizrahi <ficoos@gmail.com>
"
openstack%2Fkarbor~master~I4c7c37a71a2beb1e63807d3c15e3a5931febde0d,openstack/karbor,master,I4c7c37a71a2beb1e63807d3c15e3a5931febde0d,Protection service basic design doc,MERGED,2015-12-25 09:37:38.000000000,2016-03-27 10:16:06.000000000,2016-03-27 10:16:06.000000000,312,0,115,261455,e0c8ee3d750275ba3d1e6a53633f335ae3d0d368,bug/1529199,82,9,19,6,19346,yinwei,yinwei,"Protection service basic design doc

design document for protection service which includes the high level
architecture of protection service, the class-diagram and some sequence
diagrams for several typical scenarios

Change-Id: I4c7c37a71a2beb1e63807d3c15e3a5931febde0d
Closes-bug: #1529199
"
openstack%2Fvitrage~master~I56c9f31c1160cb635e58b5ebd3001e8b3f7b0381,openstack/vitrage,master,I56c9f31c1160cb635e58b5ebd3001e8b3f7b0381,Enrich aodh sync event so it can be connected to the graph,MERGED,2016-03-27 09:53:55.000000000,2016-03-27 10:08:21.000000000,2016-03-27 10:08:21.000000000,2,2,0,298020,d1e1dcb65474563b2bcf97b00445273d056ccbf7,aodh_notifier,6,2,1,1,19184,Idan Hefetz,idan-hefetz,"Enrich aodh sync event so it can be connected to the graph

Change-Id: I56c9f31c1160cb635e58b5ebd3001e8b3f7b0381
"
openstack%2Fkarbor~master~I2a89adeddcfedb5720dc9e20d068af8eef7ca8ca,openstack/karbor,master,I2a89adeddcfedb5720dc9e20d068af8eef7ca8ca,Add dashboard to Local.conf,MERGED,2016-03-24 06:52:55.000000000,2016-03-27 10:03:00.000000000,2016-03-27 10:03:00.000000000,4,0,1,296918,a759eb0c950ca06df0885c0c81b987345e27541f,bug/1561354,15,8,2,1,17192,xiangxinyong,xianxinyong,"Add dashboard to Local.conf

Enable smaug dashboard plugin in the local.conf

Change-Id: I2a89adeddcfedb5720dc9e20d068af8eef7ca8ca
Closes-Bug: #1561354
"
openstack%2Fopenstack-manuals~master~I5665f0923752e5c1da6a1b65d7dfa1fa3abe7a42,openstack/openstack-manuals,master,I5665f0923752e5c1da6a1b65d7dfa1fa3abe7a42,Provide direct link for 'how to create and inject key pairs with OpenStack',MERGED,2016-03-27 05:21:23.000000000,2016-03-27 10:01:31.000000000,2016-03-27 10:01:31.000000000,2,2,0,298004,bd8112eb3d0c78ec9d41fa78f6e3fe557131b9cc,bug_1562454,7,3,1,1,14151,ziyu032,ziyu032,"Provide direct link for 'how to create and inject key pairs with OpenStack'

Change-Id: I5665f0923752e5c1da6a1b65d7dfa1fa3abe7a42
Closes-Bug: #1562454
"
openstack%2Fopenstack-manuals~master~I932be872c82320ebe410f6b2b558b87498f62043,openstack/openstack-manuals,master,I932be872c82320ebe410f6b2b558b87498f62043,Correct the directory of metadata files,MERGED,2016-03-27 05:03:12.000000000,2016-03-27 10:00:39.000000000,2016-03-27 10:00:38.000000000,1,1,0,298003,230b0febed6f8f51ea132a71b3bda0bf2b9649b6,bug_1562453,7,3,1,1,14151,ziyu032,ziyu032,"Correct the directory of metadata files

The directory should be '/etc/glance/metadefs', not '/etc/metadefs'

Change-Id: I932be872c82320ebe410f6b2b558b87498f62043
Closes-Bug: #1562453
"
openstack%2Fneutron~stable%2Fkilo~I5b9e520add7324660148c4451bbef54c0dfe428e,openstack/neutron,stable/kilo,I5b9e520add7324660148c4451bbef54c0dfe428e,Fix sanity check --no* BoolOpts,MERGED,2016-02-25 08:58:59.000000000,2016-03-27 09:44:38.000000000,2016-03-27 09:44:37.000000000,11,11,5,284598,5d920b8ad5bdadc3355da645a77377f993ae2c80,bug/1549394,78,15,5,1,16615,abregman,abregman,"Fix sanity check --no* BoolOpts

If --config-{file,dir} are used to genearate a list of tests to
run, using set_override() will also override any options passed
via the CLI.

For example, on Centos 7 which uses dnsmasq 2.66, running:

  neutron-sanity-check --nodnsmasq_version --config-file \
    /etc/neutron/l3_agent.ini

will still run and fail the dnsmasq version test. Using
set_default() allows using --config-{file,dir} and --no* in
conjunction.

Closes-Bug: #1549394
Change-Id: I5b9e520add7324660148c4451bbef54c0dfe428e
(cherry picked from commit c28ad6b8e38884c6e1cc7504e478608349fc0376)
(cherry picked from commit 03c0b797bb8a67de47f89249f91f0f250aea0227)
"
openstack%2Fvitrage~master~I3db8200d5b25509347f79eb5299678228260260f,openstack/vitrage,master,I3db8200d5b25509347f79eb5299678228260260f,Enrich aodh sync event so it can be connected to the graph,MERGED,2016-03-24 16:20:22.000000000,2016-03-27 09:15:10.000000000,2016-03-27 09:15:10.000000000,47,52,1,297242,b7775ca30ddf2f9a32a0f8fa2044af7a57ef4ff7,aodh_notifier,11,4,2,5,19184,Idan Hefetz,idan-hefetz,"Enrich aodh sync event so it can be connected to the graph

Change-Id: I3db8200d5b25509347f79eb5299678228260260f
"
openstack%2Fopenstack-manuals~master~I7c5fe15db99d36239fa8ca08d5cca89a6bf42af9,openstack/openstack-manuals,master,I7c5fe15db99d36239fa8ca08d5cca89a6bf42af9,Add missing slash for 'cinder type-access-remove' command,MERGED,2016-03-27 06:25:20.000000000,2016-03-27 08:55:56.000000000,2016-03-27 08:55:56.000000000,2,2,0,298008,8b95f2f758cf0b6738d0be8c60650e7fa2ddd710,miss_slash,12,2,1,1,14151,ziyu032,ziyu032,"Add missing slash for 'cinder type-access-remove' command

Change-Id: I7c5fe15db99d36239fa8ca08d5cca89a6bf42af9
"
openstack%2Fmanila~master~Ie7177778a247a687ced846bb11030cb72344c93f,openstack/manila,master,Ie7177778a247a687ced846bb11030cb72344c93f,"Add /usr/local/{sbin,bin} to rootwrap exec_dirs",MERGED,2016-02-24 03:09:34.000000000,2016-03-27 08:49:01.000000000,2016-03-08 21:02:30.000000000,18,18,14,283916,71f8d0f3df3728c68bb71e97172bc32ddd8debc7,bug/1551956,60,22,3,2,17081,Chaozhe Chen(ccz),Chaozhe.Chen,"Add /usr/local/{sbin,bin} to rootwrap exec_dirs

Nova [1], Neutron [2,3] and Cinder's [4] rootwrap exec dirs include
/usr/local/{sbin,bin} which are a standardised locations for admins to
install non-distro executables, and these executables are no less
""trustworthy"" than /usr/bin and friends.  See Neutron and Cinder's
rootwrap.conf (and probably others), and typical distro default values
for sudoers/secure_path for extremely similar precedents that all
include /usr/local/*bin.
Brief discussion of doing this via devstack available at [5].

Also, remove absolute paths from existing filters
to make this fix useful.

[1] I6a0a4b7f952193ce0f4ed2594613188854d36bf1
[2] Ib3646933744ca6b20ecd5ad0cedcedb4f1fa5f12
[3] Id7aebb50e60b1cc64c113be63c599387be5f1765
[4] I577e10df25181c7d4ca8189b10640a8e6e39b047
[5] I710cf142b834381c00e651cfc062299ae755c33f

Change-Id: Ie7177778a247a687ced846bb11030cb72344c93f
Closes-Bug: #1551956
"
openstack%2Fapi-site~master~I484ccc7698045e838618bc0a1e87f6c047961a99,openstack/api-site,master,I484ccc7698045e838618bc0a1e87f6c047961a99,[identity][v3/policies] Types of some parameters are wrong,MERGED,2016-03-23 02:13:10.000000000,2016-03-27 08:39:46.000000000,2016-03-27 08:39:46.000000000,5,5,1,296143,111691bfcc3bc49ee5f8b18c0de818ecaa592bea,bug/1559903,12,4,2,1,19554,Nam,namnh,"[identity][v3/policies] Types of some parameters are wrong

Fixing type of some parameters, which are wrong

Change-Id: I484ccc7698045e838618bc0a1e87f6c047961a99
Closes-Bug: #1559903
"
openstack%2Fopenstack-manuals~master~I481052f50fb15f0729e9f75f6f8329da5334decb,openstack/openstack-manuals,master,I481052f50fb15f0729e9f75f6f8329da5334decb,Provide more detailed information for the 'local_settings.py' file,ABANDONED,2016-03-26 15:49:16.000000000,2016-03-27 08:35:39.000000000,,3,1,0,297956,0fdbf6a494a3b2d3590b46aa9fc3ba8242402fed,detailed_file,5,3,1,1,14151,ziyu032,ziyu032,"Provide more detailed information for the 'local_settings.py' file

Change-Id: I481052f50fb15f0729e9f75f6f8329da5334decb
"
openstack%2Fvitrage~master~I065587e5ae4a572288ce65dfad6db75b25f06c89,openstack/vitrage,master,I065587e5ae4a572288ce65dfad6db75b25f06c89,adding inactive state to Nagios alarms,MERGED,2016-03-27 08:19:27.000000000,2016-03-27 08:32:54.000000000,2016-03-27 08:32:54.000000000,18,5,0,298018,9a42f401be141ed2b8a006a5af054a407504bdbb,fix_bugs,7,3,1,2,19209,Liat,liat,"adding inactive state to Nagios alarms

Change-Id: I065587e5ae4a572288ce65dfad6db75b25f06c89
"
openstack%2Fvitrage~master~I674b4d623daa53be5f3701648453d09382ec6486,openstack/vitrage,master,I674b4d623daa53be5f3701648453d09382ec6486,small refactoring to be more pythonic,MERGED,2016-03-27 06:34:20.000000000,2016-03-27 08:25:39.000000000,2016-03-27 08:25:39.000000000,14,13,0,298010,c33adb2d741d5c59fc45b431d5e79dcbc84d5cc9,eyalb/refactor,12,3,3,5,19134,Eyal,eyalb,"small refactoring to be more pythonic

Change-Id: I674b4d623daa53be5f3701648453d09382ec6486
"
openstack%2Fopenstack-manuals~master~I93aa1c87ba232b5af7b4295c98bb802eb71030fb,openstack/openstack-manuals,master,I93aa1c87ba232b5af7b4295c98bb802eb71030fb,[install] Glance updates for Mitaka,MERGED,2016-03-24 19:05:16.000000000,2016-03-27 08:17:12.000000000,2016-03-27 08:17:11.000000000,34,18,0,297315,c28a73cbf73d0433024c3436d94ec1b64b6537a2,bp/installguide-mitaka,8,4,1,1,9515,Matthew Kassawara,ionosphere80,"[install] Glance updates for Mitaka

Update glance configuration for Mitaka.

1) Remove explicit configuration of notifications because
   of sane defaults.
2) Remove explicit configuration of [glance_store] options
   from the glance-registry.conf file because they do not
   appear necessary in both configuration files.
3) Remove explicit configuration of verbose logging because
   of sane defaults.
4) Add domain ID to user creation command output.

Change-Id: I93aa1c87ba232b5af7b4295c98bb802eb71030fb
Implements: bp installguide-mitaka
"
openstack%2Fopenstack-manuals~master~Ie7f1cc8f896be39b5a7ca2779c93e80f7e0665e9,openstack/openstack-manuals,master,Ie7f1cc8f896be39b5a7ca2779c93e80f7e0665e9,Add slash for command 'openstack flavor set FLAVOR-NAME',MERGED,2016-03-27 03:12:33.000000000,2016-03-27 08:16:03.000000000,2016-03-27 08:16:03.000000000,1,1,0,297998,0138d89c36e839b09ed79e1d96062bef862993d8,bug_1562446,6,2,1,1,14151,ziyu032,ziyu032,"Add slash for command 'openstack flavor set FLAVOR-NAME'

Change-Id: Ie7f1cc8f896be39b5a7ca2779c93e80f7e0665e9
Closes-Bug: #1562446
"
openstack%2Fmanila~master~Ifb8062068122f3c6f583b6cf0610deb2e680b6c1,openstack/manila,master,Ifb8062068122f3c6f583b6cf0610deb2e680b6c1,[DEBUG] do not merge 1,ABANDONED,2016-03-01 12:47:41.000000000,2016-03-27 08:12:22.000000000,,51,16,1,286558,0e15e3fdda2cfc922dd95d8c41ec27c38ca03de0,debug,104,14,21,5,8851,Valeriy Ponomaryov,vponomaryov,"[DEBUG] do not merge 1

Change-Id: Ifb8062068122f3c6f583b6cf0610deb2e680b6c1
Depends-On: Idaf3c61600337cc30568b982dfb23948209c1d6e
"
openstack%2Fvitrage~master~Ica7f68422f4f69e09a5d3da4b8cfd10b2326f6cf,openstack/vitrage,master,Ica7f68422f4f69e09a5d3da4b8cfd10b2326f6cf,change Vitrage alarm timestamp format to be aligned to other formats,MERGED,2016-03-27 07:04:04.000000000,2016-03-27 07:45:59.000000000,2016-03-27 07:45:59.000000000,29,10,0,298014,f1f53f88d55a22d3973674e525ed0f3fffb76b44,fix_bugs,7,3,1,4,19209,Liat,liat,"change Vitrage alarm timestamp format to be aligned to other formats

Change-Id: Ica7f68422f4f69e09a5d3da4b8cfd10b2326f6cf
"
openstack%2Fcinder~master~Ifc5f80637ef7b86a6d3719b3a1b152556c6919a6,openstack/cinder,master,Ifc5f80637ef7b86a6d3719b3a1b152556c6919a6,EMC VMAX - SnapVX and other snapshot improvements,MERGED,2016-02-13 12:20:39.000000000,2016-03-27 07:36:40.000000000,2016-03-11 16:50:14.000000000,400,149,9,279881,9fb28689e6e065342fcca6053ea70b73bdd9caa4,bug/1522821,308,52,11,7,12670,Helen Walsh,walshh2,"EMC VMAX - SnapVX and other snapshot improvements

Using snapVX VMAX3 for creating snapshot and volume from
snapshot. Improvements in wait_for_sync to determine when
the max number of retries has been reached.

Change-Id: Ifc5f80637ef7b86a6d3719b3a1b152556c6919a6
Closes-Bug: #1522821
"
openstack%2Fopenstack-manuals~master~I5c54cdd6408da42e22f3c0b95a749b34ce0e333c,openstack/openstack-manuals,master,I5c54cdd6408da42e22f3c0b95a749b34ce0e333c,Imported Translations from Zanata,MERGED,2016-03-27 06:15:31.000000000,2016-03-27 07:14:03.000000000,2016-03-27 07:14:02.000000000,709,67,0,298006,8f9b641b7c346382d1246269b6538b0133eb7ab7,zanata/translations,7,2,1,4,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I5c54cdd6408da42e22f3c0b95a749b34ce0e333c
"
openstack%2Fdragonflow~master~I38580799b18f0ebe0f5860916cf70d061c63f4f3,openstack/dragonflow,master,I38580799b18f0ebe0f5860916cf70d061c63f4f3,suppress exception on subnet delete not found,MERGED,2016-03-24 13:28:14.000000000,2016-03-27 07:12:24.000000000,2016-03-27 07:12:24.000000000,6,3,1,297111,68c4831b391e0640cc0b16ef5c77ef50f1db942b,test_fix,13,5,2,1,13070,Eran Gampel,Gampel,"suppress exception on subnet delete not found

In case that the network is deleted first the subnet will be deleted

Change-Id: I38580799b18f0ebe0f5860916cf70d061c63f4f3
"
openstack%2Fapi-site~master~Ieab5ed41bc25d0ad96b3da7c2f3ab5b106f93044,openstack/api-site,master,Ieab5ed41bc25d0ad96b3da7c2f3ab5b106f93044,Missing volume type access list,MERGED,2016-03-25 09:21:59.000000000,2016-03-27 07:11:19.000000000,2016-03-27 07:11:19.000000000,59,0,0,297591,454f5e8ced9aa2d287ef79028d5d179885baa09f,listTypeAccess,28,5,6,4,16308,Sheel Rana,sheel.rana,"Missing volume type access list

API doc reference missing ""volume type access list""
details.
Added details in this patchset.

Change-Id: Ieab5ed41bc25d0ad96b3da7c2f3ab5b106f93044
Closes-Bug:#1558431
"
openstack%2Fdragonflow~master~I5667753af968bf777259d7cae62a05fce969e422,openstack/dragonflow,master,I5667753af968bf777259d7cae62a05fce969e422,Fix DHCP ip base test to use unique subnet,MERGED,2016-03-24 14:38:27.000000000,2016-03-27 07:09:43.000000000,2016-03-27 07:09:43.000000000,2,2,0,297187,a74937adec32d8350609abddcfb5c698dfd36b1e,fix_test,10,4,1,1,13070,Eran Gampel,Gampel,"Fix DHCP ip base test to use unique subnet

test_create_update_subnet_with_dhcp is failing due to
parallel running of the test and using the same subnet
and testing on ip based flows.

Change-Id: I5667753af968bf777259d7cae62a05fce969e422
"
openstack%2Fopenstack-manuals~stable%2Fliberty~I3b88f2ea31f04f5b06c7a9ed743376f159f8725c,openstack/openstack-manuals,stable/liberty,I3b88f2ea31f04f5b06c7a9ed743376f159f8725c,Imported Translations from Zanata,MERGED,2016-03-27 06:16:12.000000000,2016-03-27 07:09:16.000000000,2016-03-27 07:09:15.000000000,107,2,0,298007,a76d51d4c8db726c41dbe73f7b8863adb2b9bee2,zanata/translations,6,2,1,1,11131,OpenStack Proposal Bot,proposal-bot,"Imported Translations from Zanata

For more information about this automatic import see:
https://wiki.openstack.org/wiki/Translations/Infrastructure

Change-Id: I3b88f2ea31f04f5b06c7a9ed743376f159f8725c
"
openstack%2Fcinder~master~I2f3d21d828aea9a04cf006dcd471ece668bfd947,openstack/cinder,master,I2f3d21d828aea9a04cf006dcd471ece668bfd947,CONF add suppress_requests_ssl_warnings,MERGED,2016-01-15 00:18:27.000000000,2016-03-27 05:45:07.000000000,2016-03-05 02:24:09.000000000,11,1,6,267870,ac9fa5de6bbaaa12723debe71d6334b2dab71f15,supress-ssl-warnings,159,51,5,1,5997,Walt,walter-boring,"CONF add suppress_requests_ssl_warnings

Many cinder drivers now seem to use the python requests library
to talk to their arrays.  One of the joys of the requests library
is that it correctly complains when it connects to a service where
the SSL certificate is bogus or out of date.  While this is a much
needed warning to raise in production environments, it's often a
useless warning for developers and or for POC deployments of Cinder.

This patch adds a CONF setting that allows the volume manager to
disable all requests ssl warnings for each driver instance.
This greatly cleans up the c-vol logs and makes them readable.

By default the CONF setting is False, or disabled.  So the admin
has to manually edit the cinder.conf file and turn this on.

DocImpact
Change-Id: I2f3d21d828aea9a04cf006dcd471ece668bfd947
"
openstack%2Fcinder~master~I4f83164ac8afc58a8afe391cc684bdb4b270da45,openstack/cinder,master,I4f83164ac8afc58a8afe391cc684bdb4b270da45,XtremIO handle errors in terminate_connection:,MERGED,2016-02-29 15:37:14.000000000,2016-03-27 05:35:17.000000000,2016-03-24 20:35:52.000000000,88,19,10,286116,fb68584b9a7b61664328017c25c72ce295b4c8a6,bug/1551253,145,43,4,2,11418,Shay Halsband,shyh,"XtremIO handle errors in terminate_connection:

* Handle non-standard initiator group names - discover initiator group from
  initiator port address (wwwpn or iqn).
* Don't hide errors on invalid volume and target group.
* Fix relevant tests.
* Add test for failure during terminate_connection.

liberty-backport-potential

Change-Id: I4f83164ac8afc58a8afe391cc684bdb4b270da45
Closes-Bug: #1551253
"
openstack%2Fkolla~stable%2Fmitaka~Ie9d56999a83efd05ab7c3dcb00b4dc42c9bce8f8,openstack/kolla,stable/mitaka,Ie9d56999a83efd05ab7c3dcb00b4dc42c9bce8f8,Changes horizon log location to kolla_logs volume,MERGED,2016-03-26 15:01:50.000000000,2016-03-27 04:14:47.000000000,2016-03-27 04:14:47.000000000,98,5,0,297952,21abdc8b88a017d24ae761e361810814dcd6c61a,bug/1560250,17,4,1,7,2834,Steven Dake,sdake,"Changes horizon log location to kolla_logs volume

Changes location of Horizon log, they will be stored on common log volume
kolla_logs.

Change-Id: Ie9d56999a83efd05ab7c3dcb00b4dc42c9bce8f8
Closes-Bug: 1560250
(cherry picked from commit 8ec7811037919e8e54f332f63db70b9ff6eb724c)
"
openstack%2Fneutron~master~Idf6221fee2c7da86123b330ad3c235ecc6868242,openstack/neutron,master,Idf6221fee2c7da86123b330ad3c235ecc6868242,Deprecate network_device_mtu,MERGED,2016-02-23 21:12:40.000000000,2016-03-27 04:03:01.000000000,2016-03-01 14:51:29.000000000,11,1,1,283798,12ef585f91d01e1a8bf450e66d1cdbb79bf86f99,deprecate_network_device_mtu,97,26,5,2,7787,Kevin Benton,blak111,"Deprecate network_device_mtu

All interface plugging MTUs should be calculated based on the
MTU of the network object that the port is being created on.

Partial-Bug: #1542108
Partial-Bug: #1542475

Change-Id: Idf6221fee2c7da86123b330ad3c235ecc6868242
"
openstack%2Fcinder~master~Ic99531dad4fab5e22e295e19bbfa94c7892e3ddc,openstack/cinder,master,Ic99531dad4fab5e22e295e19bbfa94c7892e3ddc,Huawei: Create snapshot have a log error,MERGED,2016-02-16 11:43:08.000000000,2016-03-27 03:55:25.000000000,2016-03-05 02:23:47.000000000,2,2,19,280622,ff293a3e487f0159d94b93cdcfd7bd1dd91cf3e8,bug/1545912,209,54,7,1,17717,liuke,liuke,"Huawei: Create snapshot have a log error

When creating snapshot, if the volume does not exist
there will be lead to a log error. This patch will
fix this.

Closes-Bug:#1545912
Change-Id:Ic99531dad4fab5e22e295e19bbfa94c7892e3ddc
"
openstack%2Fneutron~master~I957ade2356ae9cb5bbb7e2322b4dcb37706665cf,openstack/neutron,master,I957ade2356ae9cb5bbb7e2322b4dcb37706665cf,Catch DBDuplicateEntry errors in RBAC code,MERGED,2016-03-01 00:14:15.000000000,2016-03-27 03:37:12.000000000,2016-03-01 12:47:06.000000000,23,6,0,286329,9712e364fc4ea81c5958d63524a528e8aff44770,bug/1551473,21,9,1,3,7787,Kevin Benton,blak111,"Catch DBDuplicateEntry errors in RBAC code

This catches duplicate entry errors in the RBAC code
and converts them into an an appropriate exception so
clients get an HTTP conflict instead of an internal
server error.

Change-Id: I957ade2356ae9cb5bbb7e2322b4dcb37706665cf
Closes-Bug: #1551473
"
openstack%2Fneutron~master~Ifeabf94abbb8b0e799a4c9ae5a4315a143aa77a4,openstack/neutron,master,Ifeabf94abbb8b0e799a4c9ae5a4315a143aa77a4,Fixed typos in wsgi.py,MERGED,2016-02-29 06:27:41.000000000,2016-03-27 01:25:00.000000000,2016-03-21 11:53:38.000000000,1,1,0,285899,ce79212e3dbcc0c0d62baa45b6787badd369bf58,fix_typo,54,20,3,1,18085,Yi Zhao,willyzhao,"Fixed typos in wsgi.py

Change-Id: Ifeabf94abbb8b0e799a4c9ae5a4315a143aa77a4
"
